Description,Technical  Class
"FLANGE, WATER INLET, MATERIAL:ASTM B148 C95800",PTP98
"FLANGE, BLANK, MATERIAL:ASTM B148 C95800",PTP98
"KEY, SHAFT SLEEVE, MATERIAL:UNS N04400",SCH51
"GREASE THROWER, DRIVE END, MATERIAL:SS 316S11",SCH41
"GREASE THROWER, NON DRIVE END, MATERIAL:SS 316S11",SCH41
"BEARING, HOUSING(DRIVE END), MATERIAL:ASTM B148 C95800",SCH04
"BEARING, CAP(DRIVE END), MATERIAL:SS 316S11",SCH04
"HOUSING, GREASE VALVE, MATERIAL:SS 316S11",MEI99
"RING, BEARING COLLAR, MATERIAL:SS 316S11",MEA07
"PLATE, GREASE RETAINING, DRIVE END, MATERIAL:SS 316S11",CTZ99
"PLATE, GREASE RETAINING, NON DRIVE END, MATERIAL:SS 316S11",CTZ99
"NIPPLE, GREASE, MATERIAL:STRAINLESS STEEL",SPI24
"BEARING, HOUSING(NON DRIVE END), MATERIAL:ASTM B148 C95800",SCH04
"BEARING, HOUSING THRUST, MATERIAL:ASTM B148 C95800",SCH04
"SHAFT, SLEEVE, MATERIAL:UNS N04400",SCH75
"DISTANCE PIECE, MATERIAL:UNS N04400",MEP99
"NUT, SHAFT, MATERIAL:SS 316S11",SCH55
"WASHER, LOCKING, MATERIAL:SS 316S11",SCH88
"GUARD, GLAND, MATERIAL:316 STAINESS STEEL",SCH40
"RING, PLAIN JOINT, SIZE:285 OD, 160 ID, 1.6 THK, WITH 8HOLES 23DIA. ON 241.3 PCD, MATERIAL:NOVUS 34",MEA07
"RING, PLAIN JOINT, SIZE:122 OD, 72 ID, 1.6 THK, MATERIAL:NOVUS 34",MEA07
"WASHER, SIZE:M16, MATERIAL:STAINLESS STEEL 316(A4-70/80)",SCH88
"WASHER, SIZE:M24, MATERIAL:STAINLESS STEEL 316(A4-70/80)",SCH88
"STUD, SIZE:M16 X 65 LONG, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",TSC04
"SET, SCREW, TYPE:HEXAGONAL HEAD, SIZE:M12 X 70, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",SCH72
"SET, SCREW, TYPE:HEXAGONAL HEAD, SIZE:M16 X 45, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",SCH72
"SET, SCREW, TYPE:HEXAGONAL HEAD, SIZE:M20 X 50, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",SCH72
"SET, SCREW, TYPE:HEXAGONAL HEAD, SIZE:M20 X 90, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",SCH72
"CAP SCREW, TYPE:SOCKET HEAD, SIZE:M12 X 18 SKT.HD, MATERIAL:UNS N04400",SCH53
"CAP SCREW, TYPE:SOCKET HEAD, SIZE:M12 X 30 SKT.HD, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",SCH53
"CAP SCREW, TYPE:SOCKET HEAD, SIZE:M12 X 160 SKT.HD, MATERIAL:STAINLESS STEEL 316(A4-70/80)",SCH53
"SCREW, GRUB, TYPE:METRIC, SIZE:M6 X 8, MATERIAL:STAINLESS STEEL 316(A4-70/80)",SCH72
"NUT, SIZE:M16, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",SCH55
"NUT, SIZE:M20, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",SCH55
"NUT, SIZE:M24, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",SCH55
"PLUG, TAPER, SIZE:1/2"" NPT, MATERIAL:BS 2784 CA104",SCH63
"PLUG, TAPER, SIZE:1-1/2"" NPT, MATERIAL:BS 2784 CA104",SCH63
"PLUG, TAPER, SIZE:3/8"" NPT, MATERIAL:BS 2784 CA104",SCH63
"O-RING, SIZE:3 SECTION DIA X 124.5 INNER DIA, MATERIAL:NITRILE",CTZ11
"WASHER, SIZE:M20, MATERIAL 316(A4-70/80)",SCH88
"STUD, SIZE:M20 X 100 LONG, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",TSC04
"SET, SCREW, HEXAGONAL HEAD, SIZE:M5 X 8 LONG, MATERIAL:STAINLESS STEEL 316(A4-70/80)",SCH72
"WASHER, SIZE:M5, MATERIAL:STAINLESS STEEL 316(A4-70/80)",SCH88
"PLUG, PLASTIC TRANIT WATER INLET, SIZE:2-1/2"", MATERIAL:PLASTIC",SCH63
"COVER, FLANGE, SIZE:6"", MATERIAL:PLASTIC",SCH14
"EARTH BOSS, MATERIAL:BS 970 080 M15",ELA01
"SCREW, COUNTERSUNK, SIZE:M8",SCH72
"RING, MATING, MATERIAL:API 682 SILICON CABIDE",MEA07
"O-RING, MATERIAL:MEDIUM NITRILE",CTZ11
"RING, PRIMARY, MATERIAL:RESIN CARBON",MEA07
"ANTI-X-RING, MATERIAL:ASTM A479 UNS S32550 DUPLEX STAINLESS STEEL",MEP99
"RING, DRIVE, MATERIAL:ASTM A479 UNS S32550 DUPLEX STAINLESS STEEL",MEA07
"SPRING, MATERIAL:ASTM B574 UNS N10276 HASTELLOY",CTZ10
"RETAINER, MATERIAL:ASTM A479 UNS S32550 DUPLEX STAINLESS STEEL",SCH17
"PLATE, GLAND(ASSEMBLY), MATERIAL:CARBON / ASTM A479 UNS S32550",CTZ99
"O-RING, MATERIAL:MEDIUM NITRILE",CTZ11
"SLEEVE, MATERIAL:ASTM A479 UNS S32550 DUPLEX ST",SCH77
"O-RING, MATERIAL:MEDIUM NITRILE",CTZ11
"SPACER, SETTING, MATERIAL:ASTM A276 TP.316",SCH79
"SCREW, TYPE:HEX HEAD, MATERIAL:ASTM A276 TP.316",SCH72
"COLLAR, DRIVE, MATERIAL:ASTM A 479 UNS S32550 DUPLEX STAINLESS STEEL",SCH81
"SET, SCREW, MATERIAL:ASTM A453 GRADE 6600",SCH72
"PLUG, FLUSH FITTING, MATERIAL:ASTM A276 UNS S32760 DUPLEX STAINLESS STEEL",SCH63
"PLUG, MATERIAL:ASTM A276 UNS S32760 DUPLEX STAINLESS STEEL",SCH63
"RING, PRIMARY",MEA07
"KEY, IMPELLER",SCH51
"KEY, COUPLING",SCH51
"BUSHING, THROAT",SCH10
"SPRING, WAVE",CTZ10
"TRANSMISSION, FLEXIBLE",SCH82
"RING, CENTERING",MEA07
IMPELLER,SCH48
"BUSHING, THROAT",SCH10
"RING, STATIONARY",MEA07
COLLAR,SCH81
"RING, SPLIT",MEA07
"NUT, SHAFT",SCH55
"RING, IMPELLER",MEA07
"UNIT, FLEXIBLE",LHR03
"UNIT, FLEXIBLE",LHR03
"RING, IMPELLER WEAR",SCH28
"RING, IMPELLER WEAR",SCH28
"RING, IMPELLER WEAR",SCH28
"RING, IMPELLER WEAR",SCH28
FAN,SCH39
"RING, STATIONARY WEAR",SCH28
"RING, STATIONARY WEAR",SCH28
"RING, STATIONARY WEAR",SCH28
SPRING,CTZ10
SHAFT,SCH75
O-RING,CTZ11
"RING, CASING WEAR(BACK SIDE)",SCH28
"RING, IMPELLER WEAR(BACK SIDE)",SCH28
"RING, CASING WEAR(SUCTION SIDE)",SCH28
O-RING,CTZ11
O-RING,CTZ11
"RING, IMPELLER WEAR(SUCTION SIDE)",SCH28
"RING, CASING WEAR(BACK SIDE)",SCH28
"RING, RETAINING",MEA07
KEY,SCH51
"RING, IMPELLER WEAR(SUCTION SIDE)",SCH28
KEY,SCH51
"SET, SCREW",SCH72
IMPELLER,SCH48
O-RING,CTZ11
"RING, RETAINING",MEA07
"RING, MATING",MEA07
BUSHING(ASSEMBLY),SCH10
IMPELLER,SCH48
"SET, SCREW",SCH72
O-RING,CTZ11
O-RING,CTZ11
IMPELLER,SCH48
"SLEEVE, SPACER",SCH77
"RING, IMPELLER WEAR(BACK SIDE)",SCH28
"BOLT, HUB",TSC04
"BUSHING, THROAT",SCH10
"RING, RETAINING",MEA07
"RING, CASING WEAR(SUCTION SIDE)",SCH28
"BOLT, HUB",TSC04
"BOLT, HUB",TSC04
KEY,SCH51
"RING, PRIMARY",MEA07
"PUMP, MECHANICAL DRIVEN, WORKING OIL FOR LP GAS COMPRESSOR(TRAIN A/B)",MEP99
IMPELLER,SCH48
"CAP, IMPELLER HUB",SPI32
"WASHER, SAFETY",SCH88
KEY,SCH51
KEY,SCH51
KEY,SCH51
BUSHING,SCH10
"UNIT, TRANSMISSION(SPACER + 2 MEMBRANE UNIT)",SCH82
"RING, STATIONARY WEAR",SCH28
"BUSHING, THROAT",SCH10
"BUSHING, THROAT",SCH10
KEY,SCH51
"RING, OIL",MEA07
SHAFT,SCH75
SHAFT,SCH75
"NUT, IMPELLER",SCH55
"NUT, IMPELLER",SCH55
"RING, MATING",MEA07
"PUMP, OIL(LUBRICATION)",MEP99
"SET, SLEEVE, BEARING(ASSEMBLY) COMES WITH LOCKNUT AND WASHER",MEI99
"V-RING, MATERIAL:NITRILE",CTZ11
"BEARING, ISOLATOR FOR SEAWATER TREATMENT PACKAGE, TYPE:INPRO/SEAL",SCH04
"BEARING, ISOLATOR FOR SEAWATER TREATMENT PACKAGE, TYPE:INPRO/SEAL",SCH04
GASKET,SCH31
GASKET,SCH31
"O-RING, SEAL(SEAWATER TREATMENT PACKAGE), MATERIAL:VITON",CTZ11
"O-RING, SEAL(SEAWATER TREATMENT PACKAGE), MATERIAL:VITON",CTZ11
"BEARING, ANGULAR CONTACT, MATERIAL:BEARING STEEL",SCH04
"BEARING, SPHERICAL ROLLER, MATERIAL:BEARING STEEL",MEI01
"SPRING, COMPRESSION",CTZ10
"RING, SEAL, SIZE:DIA 80 MM",SCH17
O-RING,CTZ11
O-RING,CTZ11
O-RING,CTZ11
O-RING,CTZ11
O-RING,CTZ11
BEARING,SCH04
BEARING,SCH04
O-RING,CTZ11
GASKET,SCH31
O-RING,CTZ11
O-RING,CTZ11
SPRING,CTZ10
"NUT, LOCK FOR THRUST BEARING, MATERIAL:STD",MEI99
"WASHER, LOCKING(THRUST BEARING), MATERIAL:STD",SCH88
VALVE SCHRADER,SCJ03
GASKET,SCH31
"SEAL, INPRO",SCH17
O-RING,CTZ11
GASKET,SCH31
"SEAL, INPRO",SCH17
O-RING,CTZ11
"BEARING, ISOLATOR",SCH04
"RING, SEAL",SCH17
"SEAL, CARTRIDGE, STANDARD:API 682, MATERIAL:S. DUPLEX+HASTELLOY",SCH54
SHIM,SCH76
"BEARING, THRUST",SCH04
GASKET,SCH31
GASKET,SCH31
GASKET,SCH31
GASKET,SCH31
"NUT, BEARING",SCH55
GASKET,SCH31
GASKET,SCH31
"BEARING, JOURNAL",SCH04
BEARING FOR SEAWATER TREATMENT PACKAGE,SCH04
"SEAL, MECHANICAL(ASSEMBLY)",SCH54
"SEAL, MECHANICAL",SCH54
"SEAL, MECHANICAL(ASSEMBLY)",SCH54
"SEAL, MECHANICAL",SCH54
"RING, MATING",MEA07
O-RING,CTZ11
O-RING,CTZ11
"RING, PRIMARY",MEA07
O-RING,CTZ11
SPRING,CTZ10
O-RING,CTZ11
O-RING,CTZ11
BUSHING(ASSEMBLY),SCH10
"SET, SCREW",SCH72
"ELEMENT, FILTER",CTZ04
"O-RING, SEAL FOR SEAWATER TREATMENT PACKAGE, MATERIAL:VITON",CTZ11
O-RING,CTZ11
"RING, BACK-UP",MEA07
O-RING,CTZ11
O-RING,CTZ11
O-RING,CTZ11
"BEARING, BALL",SCH04
"NUT, BEARING",SCH55
O-RING,CTZ11
GASKET,SCH31
"SEAL, MECHANICAL",SCH54
GASKET,SCH31
"SLEEVE, WEAR",SCH77
O-RING,CTZ11
BEARING,SCH04
BEARING FOR SEAWATER TREATMENT PACKAGE,SCH04
"NUT, BEARING LOCK",SCH55
"RING, PRIMARY",MEA07
"RING, MATING, MATEIRAL:SS",MEA07
"KIT, MECHANICAL SEAL",SCH54
"BEARING, ROLLER",MEI01
"KIT, REPAIRED FOR Q.3815.LQ.C",SCH67
"RING, LABYRINTH, NON DRIVE END",MEA07
GASKET,SCH31
"RING, LABYRINTH, DIRVE END",MEA07
"MOTOR, RATING:93KW",ELD01
"COUPLING, METASTREAM, MATERIAL:API 671",MED12
"GUARD, COUPLING, RATING:90KW, MATERIAL:BRASS",MED12
"PLATE, MOTOR JACKING, MATERIAL:316 SS",CTZ99
"WASHER, SIZE:M20 X 8MM THK, MATERIAL:316 SS",SCH88
"SCREW(SET) FOR MOTOE FATENER, SIZE:M20 X 75MM LONG, MATERIAL:316 SS",SCH72
"SCREW(SET) FOR PUMP FASTENERS, SIZE:M120 X 55MM LONG, MATERIAL:316 SS",SCH72
"SCREW(SET) FOR JACKING BRACKET, SIZE:M112 X 25MM, MATERIAL:316 SS",SCH72
"SCREW(SET) FOR JACKING SCREW, SIZE:M16 X 45MM, MATERIAL:316 SS",SCH72
"SCREW(SET) FOR GLAND PLAE, SIZE:M16, MATERIAL:316 SS",SCH72
"SCREW(SET) FOR COUPLING GUARD, SIZE:M6, MATERIAL:316 SS",SCH72
"CASING, TYPE:NPT TAPPINGS(ASME RF FLANGES), MATERIAL:ASTM B148 C95800",MEP99
"PLATE, INTERMEDIATE, MATERIAL:ASTM B148 C95800",CTZ99
"PLATE, INTERMEDIATE, MATERIAL:ASTM B148 C95800",CTZ99
"IMPLLER, 1ST STAGE, MATERIAL:ASTM B148 C95800",SCH48
"IMPLLER, 2ND STAGE, MATERIAL:ASTM B148 C95800",SCH48
"DOWEL, MATERIAL:UNS N04400",SCH48
"SHAFT, MATERIAL:UNS N05500",SCH75
"PIPE, CONNECTING(RAISED FACE FLANGES), MATERIAL:ASTM B148 C95800",SPI29
"KEY, DRIVE END(1ST STAGE), MATERIAL:UNS N04400",SCH51
"KEY, 2ND STAGE, MATERIAL:UNS N04400",SCH51
"BOLT, TIE, MATERIAL:SS 316S11",TSC04
"BODY, 1ST STAGE CENTRE, MATERIAL:ASTM B148 C95800",MEP99
"BODY, 2ND STAGE CENTRE, MATERIAL:ASTM B148 C95800",MEP99
"PLATE, GUIDE(DRIVE END), MATERIAL:ASTM B148 C95800",CTZ99
"PLATE, GUIDE(NON DRIVE END), MATERIAL:ASTM B148 C95800",CTZ99
"FLANGE, WATER INLET, MATERIAL:ASTM B148 C95800",PTP98
"FLANGE, BLANK, MATERIAL:ASTM B148 C95800",PTP98
"KEY, SHAFT SLEEVE, MATERIAL:UNS N04400",SCH51
"GREASE THROWER, DRIVE END, MATERIAL:SS 316S11",SCH41
"GREASE THROWER, NON DRIVE END, MATERIAL:SS 316S11",SCH41
"BEARING, HOUSING(DRIVE END), MATERIAL:ASTM B148 C95800",SCH04
"BEARING, CAP(DRIVE END), MATERIAL:SS 316S11",SCH04
"HOUSING, GREASE VALVE, MATERIAL:SS 316S11",MEI99
"RING, BEARING COLLAR, MATERIAL:SS 316S11",MEA07
"PLATE, GREASE RETAINING, DRIVE END, MATERIAL:SS 316S11",CTZ99
"PLATE, GREASE RETAINING, NON DRIVE END, MATERIAL:SS 316S11",CTZ99
"NIPPLE, GREASE, MATERIAL:STRAINLESS STEEL",SPI24
"BEARING, HOUSING(NON DRIVE END), MATERIAL:ASTM B148 C95800",SCH04
"BEARING, HOUSING THRUST, MATERIAL:ASTM B148 C95800",SCH04
"SHAFT, SLEEVE, MATERIAL:UNS N04400",SCH75
"DISTANCE PIECE, MATERIAL:UNS N04400",MEP99
"NUT, SHAFT, MATERIAL:SS 316S11",SCH55
"WASHER, LOCKING, MATERIAL:SS 316S11",SCH88
"GUARD, GLAND, MATERIAL:316 STAINESS STEEL",SCH40
"RING, PLAIN JOINT, SIZE:285 OD, 160 ID, 1.6 THK, WITH 8HOLES 23DIA. ON 241.3 PCD, MATERIAL:NOVUS 34",MEA07
"RING, PLAIN JOINT, SIZE:122 OD, 72 ID, 1.6 THK, MATERIAL:NOVUS 34",MEA07
"WASHER, SIZE:M16, MATERIAL:STAINLESS STEEL 316(A4-70/80)",SCH88
"WASHER, SIZE:M24, MATERIAL:STAINLESS STEEL 316(A4-70/80)",SCH88
"STUD, SIZE:M16 X 65 LONG, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",TSC04
"SET, SCREW, TYPE:HEXAGONAL HEAD, SIZE:M12 X 70, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",SCH72
"SET, SCREW, TYPE:HEXAGONAL HEAD, SIZE:M16 X 45, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",SCH72
"SET, SCREW, TYPE:HEXAGONAL HEAD, SIZE:M20 X 50, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",SCH72
"SET, SCREW, TYPE:HEXAGONAL HEAD, SIZE:M20 X 90, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",SCH72
"CAP SCREW, TYPE:SOCKET HEAD, SIZE:M12 X 18 SKT.HD, MATERIAL:UNS N04400",SCH53
"CAP SCREW, TYPE:SOCKET HEAD, SIZE:M12 X 30 SKT.HD, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",SCH53
"CAP SCREW, TYPE:SOCKET HEAD, SIZE:M12 X 160 SKT.HD, MATERIAL:STAINLESS STEEL 316(A4-70/80)",SCH53
"SCREW, GRUB, TYPE:METRIC, SIZE:M6 X 8, MATERIAL:STAINLESS STEEL 316(A4-70/80)",SCH72
"NUT, SIZE:M16, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",SCH55
"NUT, SIZE:M20, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",SCH55
"NUT, SIZE:M24, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",SCH55
"PLUG, TAPER, SIZE:1/2"" NPT, MATERIAL:BS 2784 CA104",SCH63
"PLUG, TAPER, SIZE:1-1/2"" NPT, MATERIAL:BS 2784 CA104",SCH63
"PLUG, TAPER, SIZE:3/8"" NPT, MATERIAL:BS 2784 CA104",SCH63
"O-RING, SIZE:3 SECTION DIA X 124.5 INNER DIA, MATERIAL:NITRILE",CTZ11
"WASHER, SIZE:M20, MATERIAL 316(A4-70/80)",SCH88
"STUD, SIZE:M20 X 100 LONG, MATERIAL:STAINLESS STEEL 316(A4-70/80) XYLAR2/XYLAN COATED 1424 BLUE",TSC04
"SET, SCREW, HEXAGONAL HEAD, SIZE:M5 X 8 LONG, MATERIAL:STAINLESS STEEL 316(A4-70/80)",SCH72
"WASHER, SIZE:M5, MATERIAL:STAINLESS STEEL 316(A4-70/80)",SCH88
"PLUG, PLASTIC TRANIT WATER INLET, SIZE:2-1/2"", MATERIAL:PLASTIC",SCH63
"COVER, FLANGE, SIZE:6"", MATERIAL:PLASTIC",SCH14
"EARTH BOSS, MATERIAL:BS 970 080 M15",ELA01
"SCREW, COUNTERSUNK, SIZE:M8",SCH72
"RING, MATING, MATERIAL:API 682 SILICON CABIDE",MEA07
"O-RING, MATERIAL:MEDIUM NITRILE",CTZ11
"RING, PRIMARY, MATERIAL:RESIN CARBON",MEA07
"ANTI-X-RING, MATERIAL:ASTM A479 UNS S32550 DUPLEX STAINLESS STEEL",MEP99
"RING, DRIVE, MATERIAL:ASTM A479 UNS S32550 DUPLEX STAINLESS STEEL",MEA07
"SPRING, MATERIAL:ASTM B574 UNS N10276 HASTELLOY",CTZ10
"RETAINER, MATERIAL:ASTM A479 UNS S32550 DUPLEX STAINLESS STEEL",SCH17
"PLATE, GLAND(ASSEMBLY), MATERIAL:CARBON / ASTM A479 UNS S32550",CTZ99
"O-RING, MATERIAL:MEDIUM NITRILE",CTZ11
"SLEEVE, MATERIAL:ASTM A479 UNS S32550 DUPLEX ST",SCH77
"O-RING, MATERIAL:MEDIUM NITRILE",CTZ11
"SPACER, SETTING, MATERIAL:ASTM A276 TP.316",SCH79
"SCREW, TYPE:HEX HEAD, MATERIAL:ASTM A276 TP.316",SCH72
"COLLAR, DRIVE, MATERIAL:ASTM A 479 UNS S32550 DUPLEX STAINLESS STEEL",SCH81
"SET, SCREW, MATERIAL:ASTM A453 GRADE 6600",SCH72
"PLUG, FLUSH FITTING, MATERIAL:ASTM A276 UNS S32760 DUPLEX STAINLESS STEEL",SCH63
"PLUG, MATERIAL:ASTM A276 UNS S32760 DUPLEX STAINLESS STEEL",SCH63
"ANALYSER, OIL IN WATER(OCM), TREATED WATER TO OVBD DISCH PW FLOTATION UNIT A/B, TYPE:DUAL CHANNEL, RANGE:OIW - 0TO 1000PPM, 100AC TO 240VAC",ICF01
"CELL, ANALYSER",ICF01
"BRUSH, CLEANING",SCD10
"MONITOR, OIL CONTENT",SAF15
"PROBE, HIGH PRESSURE(RT-H ASSEMBLY), MATERIAL:DUPLEX STAINLESS STEEL UNS31803",SCF16
"TOOL, RT-H RETRACTION WITH HYDRAULIC PUMP",MEO16
"ADAPTOR, FLANGE, SIZE:2"", RATING:150 RF, MATERIAL:DUPLEX STAINLESS STEEL UNS31803",ICF01
"PROBE, SHIELD, RATING:150 RF, MATERIAL:DUPLEX STAINLESS STEEL UNS31803",SCF16
"KIT, PROBE HEAD, MATERIAL:TITANIUM GRADE 5",SCH67
"ANALYSER, OIL IN WATER(OCM), TREATED WATER TO OVBD DISCH PW FLOTATION UNIT A/B, TYPE:DUAL CHANNEL, RANGE:OIW - 0TO 1000PPM, 100AC TO 240VAC",ICF01
"CELL, ANALYSER",ICF01
"BRUSH, CLEANING",SCD10
"MONITOR, OIL CONTENT",SAF15
"PROBE, HIGH PRESSURE(RT-H ASSEMBLY), MATERIAL:DUPLEX STAINLESS STEEL UNS31803",SCF16
"TOOL, RT-H RETRACTION WITH HYDRAULIC PUMP",MEO16
"ADAPTOR, FLANGE, SIZE:2"", RATING:150 RF, MATERIAL:DUPLEX STAINLESS STEEL UNS31803",ICF01
"PROBE, SHIELD, RATING:150 RF, MATERIAL:DUPLEX STAINLESS STEEL UNS31803",SCF16
"KIT, PROBE HEAD, MATERIAL:TITANIUM GRADE 5",SCH67
"INDICATOR, DP LEVEL(LOOP POWERED), TYPE:M20 FEMALE, SIZE:2"", RATING:4-20MA, MATERIAL:SUS316 CAST SS",ICI02
"CYLINDER, SAMPLE, SIZE:1/4"" FNPT, VOLUME:1000 CM3, MATERIAL:316SS",SCH21
"WASHER, TYPE:B N, SIZE:1-1/2"", STANDARD:ASME B18.22.1-1965(R1981), MATERIAL:A200",SCH88
"VALVE, INTEGRAL CASTLE NEEDLE, SIZE:1/2"", RATING:344BAR, 5000PSIG, MATERIAL:STAINLESS STEEL AISI316",VMO99
"VALVE, CHECK, SIZE:1/2"", MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, CHECK, SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, BALL, SIZE:0.6 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",VMB99
"QUICK CONNECT BODY, SIZE:0.2 CV, 1/4"" FNPT, MATERIAL:316 STAINLESS STEEL, RATING:6000 PSI",PTT99
"QUICK CONNECT STEM, SIZE:0.2 CV, 1/4"" FNPT, MATERIAL:316 STAINLESS STEEL, RATING:6000 PSI",PTT99
"QUICK CONNECT BODY, SIZE:0.2 CV, 1/4"" MNPT, MATERIAL:316 STAINLESS STEEL, RATING:6000 PSI",PTT99
"VALVE, NEEDLE, TYPE:INTEGRAL BONNET, SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",VMO99
"GASKET, SPIRAL WOUND, SIZE:DN600, 4.5 THK, STANDARD:ASME B16.20-2017, MATERIAL:316L SS+GRAPHITE, RATING:CLASS 300 RF",PTP38
"BOLT, STUD, TYPE:FULL THREAD, SIZE:1-1/2""-8UNX250L, STANDARD:ASME B18.2.1-2017, MATERIAL:A-320 L7",TSC04
"NUT(HEAVY), TYPE:HEXAGONAL, SIZE:1-1/2""-8UN, STANDARD:ASME B18.2.2-2015, MATERIAL:A-194 4L",SCH55
"GAUGE, PRESSURE, SIZE:63MM DIAL GLASS, MATERIAL:STAINLESS STEEL(SST), RATING:0-16 BARG",ICG04
"GAUGE, PRESSURE, SIZE:63MM DIAL GLASS, MATERIAL:STAINLESS STEEL(SST), RATING:0-10 BARG",ICG04
"VALVE, NEEDLE, TYPE:INTEGRAL BONNET, SIZE:0.73 CV, 1/2"", MATERIAL:316 STAINLESS STEEL",VMO99
"VALVE, BALL, TYPE:3 WAY, 80 SERIES, SIZE:0.75 CV, 1/2"", MATERIAL:316 STAINLESS STEEL",VMB99
"QUICK CONNECT STEM(INSTRUMENTATION) WITH VALVE, SIZE:0.2 CV 1/4"", MATERIAL:316 STAINLESS STEEL",PTT99
"HOSE(ASSEMBLY), TYPE:PTFE-LINED, SIZE:3/8"" TUBE ADAPTERS, MATERIAL:STAINLESS STEEL BRAIDED(SST)",SPI38
"HOSE(ASSEMBLY), TYPE:PTFE-LINED, SIZE:1/4"" TUBE ADAPTERS, MATERIAL:STAINLESS STEEL BRAIDED(SST)",SPI38
"VALVE, BALL, TYPE:40G SERIES, 1-PIECE, SIZE:0.6 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",VMB99
"VALVE, NEEDLE, TYPE:INTEGRAL BONNET, 1 SERIES, SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",VMO99
"VALVE, CHECK(POPPET), SIZE:1/4"", RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, BALL, TYPE:3-WAY, 1-PIECE 40G SERIES, SIZE:0.90 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",VMB99
"QUICK CONNECT BODY WITH VALVE, SIZE:0.2 CV, 1/4"". FNPT, MATERIAL:316 STAINLESS STEEL",PTT99
"VALVE, CHECK(POPPET), SIZE:1/4"", RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"2-VALVE GSM(ASSEMBLY), TYPE:1-PIECE 40 SERIES(NACE), SIZE:1/4"", MATERIAL:316 STAINLESS STEEL",SCF28
"FLUID DISTRIBUTION HEADER, PIPE WITH 4 OUTLET(AT 1 SIDE RIGHT), SIZE:1/2"" FNPT, MATERIAL:316 STAINLESS STEEL",PTP98
"VALVE, STEM, TYPE:NON-ROTATING, SIZE:0.27 CV, 1/4"" MNPT, MATERIAL:316 STAINLESS STEEL",SCJ03
"VALVE, CHECK, SIZE:1/4"" TUBE FITTING, RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"VALVE, CHECK, SIZE:1/2"" TUBE FITTING, RATING:1 PSIG(0.07 BAR), MATERIAL:316 STAINLESS STEEL",VMD99
"QUICK CONNECT STEM(INSTRUMENTATION) WITH VALVE, SIZE:0.2 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",PTT99
"QUICK CONNECT STEM(INSTRUMENTATION) WITH VALVE, SIZE:0.2 CV, 1/4"", MATERIAL:316 STAINLESS STEEL",PTT99
"QUICK CONNECT BODY(INSTRUMENTATION), SIZE:0.2 CV, 1/4"". MNPT, MATERIAL:316 STAINLESS STEEL",PTT99
"INDICATOR, DP LEVEL(LOOP POWERED), TYPE:M20 FEMALE, SIZE:2"", RATING:4-20MA, MATERIAL:SUS316 CAST SS",ICI02
