description,technical_code
Instruments & Controls-Analyser-Safety Transmitter-Analyser Safety Transmitter-Analyser Safety Transmitter,ICF03
Instruments & Controls-Analyser-Safety Transmitter-Analyser Safety Transmitter-Analyser Safety Transmitter,ICF03
Instruments & Controls-Analyser-Safety Transmitter-Analyser Safety Transmitter-Analyser Safety Transmitter,ICF03
Instruments & Controls-Analyser-Safety Transmitter-Analyser Safety Transmitter-Analyser Safety Transmitter,ICF03
Instruments & Controls-Analyser-Sampler-Analyser Sampler-Analyser Sampler,ICF04
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Analyser-Transmitter-Analyser Transmitter-Analyser Transmitter,ICF05
Instruments & Controls-Element-Burner-Burner Element-Burner Element,ICN01
Instruments & Controls-Switch-Burner-Burner Switch-Burner Switch,ICS01
Instruments & Controls-Transmitter-Burner-Burner Transmitter-Burner Transmitter,ICT01
Instruments & Controls-Converter-Current-Current Converter-Current Converter,ICH01
Instruments & Controls-Converter-Current-Current Converter-Current Converter,ICH01
Instruments & Controls-Element-Current-Current Element-Current Element,ICN02
Instruments & Controls-Switch-Current-Current Switch-Current Switch,ICS02
Instruments & Controls-Transmitter-Current-Current Transmitter-Current Transmitter,ICT02
Instruments & Controls-Element-Detection-Detection Element-Detection Element,ICN03
Instruments & Controls-Element-Detection-Detection Element-Detection Element,ICN03
Instruments & Controls-Fire & Gas-Beacons-Fire & Gas Beacons-Fire & Gas Beacons,ICK01
Instruments & Controls-Fire & Gas-Beacons-Fire & Gas Beacons-Fire & Gas Beacons,ICK01
Instruments & Controls-Fire & Gas-Beacons-Fire & Gas Beacons-Fire & Gas Beacons,ICK01
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Detectors-Fire & Gas Detectors-Fire & Gas Detectors,ICK02
Instruments & Controls-Fire & Gas-Push Buttons-Fire & Gas Push Buttons-Fire & Gas Push Buttons,ICK03
Instruments & Controls-Fire & Gas-Push Buttons-Fire & Gas Push Buttons-Fire & Gas Push Buttons,ICK03
Instruments & Controls-Fire & Gas-Push Buttons-Fire & Gas Push Buttons-Fire & Gas Push Buttons,ICK03
Instruments & Controls-Fire & Gas-Alarms-Fire & Gas Alarms-Fire & Gas Alarms,ICK04
Instruments & Controls-Fire & Gas-Alarms-Fire & Gas Alarms-Fire & Gas Alarms,ICK04
Instruments & Controls-Converter-Flow-Flow Converter-Flow Converter,ICH02
Instruments & Controls-Converter-Flow-Flow Converter-Flow Converter,ICH02
Instruments & Controls-Element-Flow ≤900-Flow Element ≤900-Flow Element ≤900,ICN04
Instruments & Controls-Element-Flow >900 ≤2500-Flow Element >900 ≤2500-Flow Element >900 ≤2500,ICN05
Instruments & Controls-Element-Flow  >2500-Flow Element  >2500-Flow Element  >2500,ICN06
Instruments & Controls-Element-Flow ≤900-Flow Element ≤900-Flow Element ≤900,ICN04
Instruments & Controls-Element-Flow >900 ≤2500-Flow Element >900 ≤2500-Flow Element >900 ≤2500,ICN05
Instruments & Controls-Element-Flow  >2500-Flow Element  >2500-Flow Element  >2500,ICN06
Instruments & Controls-Element-Flow ≤900-Flow Element ≤900-Flow Element ≤900,ICN04
Instruments & Controls-Element-Flow >900 ≤2500-Flow Element >900 ≤2500-Flow Element >900 ≤2500,ICN05
Instruments & Controls-Element-Flow  >2500-Flow Element  >2500-Flow Element  >2500,ICN06
Instruments & Controls-Element-Flow ≤900-Flow Element ≤900-Flow Element ≤900,ICN04
Instruments & Controls-Element-Flow >900 ≤2500-Flow Element >900 ≤2500-Flow Element >900 ≤2500,ICN05
Instruments & Controls-Element-Flow  >2500-Flow Element  >2500-Flow Element  >2500,ICN06
Instruments & Controls-Element-Flow ≤900-Flow Element ≤900-Flow Element ≤900,ICN04
Instruments & Controls-Element-Flow >900 ≤2500-Flow Element >900 ≤2500-Flow Element >900 ≤2500,ICN05
Instruments & Controls-Element-Flow  >2500-Flow Element  >2500-Flow Element  >2500,ICN06
Instruments & Controls-Element-Flow ≤900-Flow Element ≤900-Flow Element ≤900,ICN04
Instruments & Controls-Element-Flow >900 ≤2500-Flow Element >900 ≤2500-Flow Element >900 ≤2500,ICN05
Instruments & Controls-Element-Flow  >2500-Flow Element  >2500-Flow Element  >2500,ICN06
Instruments & Controls-Element-Flow ≤900-Flow Element ≤900-Flow Element ≤900,ICN04
Instruments & Controls-Element-Flow >900 ≤2500-Flow Element >900 ≤2500-Flow Element >900 ≤2500,ICN05
Instruments & Controls-Element-Flow  >2500-Flow Element  >2500-Flow Element  >2500,ICN06
Instruments & Controls-Element-Flow ≤900-Flow Element ≤900-Flow Element ≤900,ICN04
Instruments & Controls-Element-Flow >900 ≤2500-Flow Element >900 ≤2500-Flow Element >900 ≤2500,ICN05
Instruments & Controls-Element-Flow  >2500-Flow Element  >2500-Flow Element  >2500,ICN06
Instruments & Controls-Element-Flow ≤900-Flow Element ≤900-Flow Element ≤900,ICN04
Instruments & Controls-Element-Flow elements (Generic) - for migration only-Flow Element ≤900-Flow Element ≤900,ICN99
Instruments & Controls-Gauge-Flow-Flow Gauge-Flow Gauge,ICG01
Instruments & Controls-Gauge-Flow-Flow Gauge-Flow Gauge,ICG01
Instruments & Controls-Gauge-Flow-Flow Gauge-Flow Gauge,ICG01
Instruments & Controls-Indicator-Flow-Flow Indicator-Flow Indicator,ICI01
Instruments & Controls-Orifice-Flow-Flow Orifice-Flow Orifice,ICP01
Instruments & Controls-Orifice-Flow-Flow Orifice-Flow Orifice,ICP01
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Switch-Flow-Flow Switch-Flow Switch,ICS12
Instruments & Controls-Switch-Flow-Flow Switch-Flow Switch,ICS12
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Transmitter-Flow-Flow Transmitter-Flow Transmitter,ICT03
Instruments & Controls-Converter-Hand-Hand Converter-Hand Converter,ICH03
Instruments & Controls-Switch-Hand-Hand Switch-Hand Switch,ICS03
Instruments & Controls-Converter-Level-Level Converter-Level Converter,ICH04
Instruments & Controls-Converter-Level-Level Converter-Level Converter,ICH04
Instruments & Controls-Gauge-Level-Level Gauge-Level Gauge,ICG02
Instruments & Controls-Gauge-Level-Level Gauge-Level Gauge,ICG02
Instruments & Controls-Gauge-Level-Level Gauge-Level Gauge,ICG02
Instruments & Controls-Indicator-Level-Level Indicator-Level Indicator,ICI02
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Switch-Level-Level Switch-Level Switch,ICS04
Instruments & Controls-Switch-Level-Level Switch-Level Switch,ICS04
Instruments & Controls-Switch-Level-Level Switch-Level Switch,ICS04
Instruments & Controls-Switch-Level-Level Switch-Level Switch,ICS04
Instruments & Controls-Switch-Level-Level Switch-Level Switch,ICS04
Instruments & Controls-Switch-Level-Level Switch-Level Switch,ICS04
Instruments & Controls-Switch-Level-Level Switch-Level Switch,ICS04
Instruments & Controls-Switch-Level-Level Switch-Level Switch,ICS04
Instruments & Controls-Switch-Level-Level Switch-Level Switch,ICS04
Instruments & Controls-Switch-Level-Level Switch-Level Switch,ICS04
Instruments & Controls-Switch-Level-Level Switch-Level Switch,ICS04
Instruments & Controls-Switch-Level-Level Switch-Level Switch,ICS04
Instruments & Controls-Switch-Level-Level Switch-Level Switch,ICS04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Transmitter-Level-Level Transmitter-Level Transmitter,ICT04
Instruments & Controls-Converter-Position-Position Converter-Position Converter,ICH05
Instruments & Controls-Converter-Position-Position Converter-Position Converter,ICH05
Instruments & Controls-Element-Position-Position Element-Position Element,ICN07
Instruments & Controls-Gauge-Position-Position Gauge-Position Gauge,ICG03
Instruments & Controls-Transmitter-Position-Position Transmitter-Position Transmitter,ICT05
Instruments & Controls-Switch-Position-Position Switch-Position Switch,ICS05
Instruments & Controls-Switch-Position-Position Switch-Position Switch,ICS05
Instruments & Controls-Switch-Position-Position Switch-Position Switch,ICS05
Instruments & Controls-Transmitter-Position-Position Transmitter-Position Transmitter,ICT05
Instruments & Controls-Transmitter-Position-Position Transmitter-Position Transmitter,ICT05
Instruments & Controls-Transmitter-Position-Position Transmitter-Position Transmitter,ICT05
Instruments & Controls-Converter-Power-Power Converter-Power Converter,ICH06
Instruments & Controls-Converter-Power-Power Converter-Power Converter,ICH06
Instruments & Controls-Element-Power-Power Element-Power Element,ICN08
Instruments & Controls-Switch-Power-Power Switch-Power Switch,ICS06
Instruments & Controls-Transmitter-Power-Power Transmitter-Power Transmitter,ICT06
Instruments & Controls-Converter-Pressure-Pressure Converter-Pressure Converter,ICH07
Instruments & Controls-Converter-Pressure-Pressure Converter-Pressure Converter,ICH07
Instruments & Controls-Gauge-Pressure-Pressure Gauge-Pressure Gauge,ICG04
Instruments & Controls-Indicator-Pressure-Pressure Indicator-Pressure Indicator,ICI03
Instruments & Controls-Transmitter-Pressure-Pressure Transmitter-Pressure Transmitter,ICT07
Instruments & Controls-Switch-Pressure-Pressure Switch-Pressure Switch,ICS07
Instruments & Controls-Switch-Pressure-Pressure Switch-Pressure Switch,ICS07
Instruments & Controls-Switch-Pressure-Pressure Switch-Pressure Switch,ICS07
Instruments & Controls-Switch-Pressure-Pressure Switch-Pressure Switch,ICS07
Instruments & Controls-Switch-Pressure-Pressure Switch-Pressure Switch,ICS07
Instruments & Controls-Transmitter-Pressure-Pressure Transmitter-Pressure Transmitter,ICT07
Instruments & Controls-Gauge-Pressure Differential-Pressure Differential Gauge-Pressure Differential Gauge,ICG06
Instruments & Controls-Transmitter-Pressure Differential-Pressure Differential Transmitter-Pressure Differential Transmitter,ICT08
Instruments & Controls-Switch-Pressure Differential-Pressure Differential Switch-Pressure Differential Switch,ICS10
Instruments & Controls-Transmitter-Pressure Differential-Pressure Differential Transmitter-Pressure Differential Transmitter,ICT08
Instruments & Controls-Converter-Speed & Frequency-Speed & Frequency Converter-Speed & Frequency Converter,ICH08
Instruments & Controls-Element-Speed & Frequency-Speed & Frequency Element-Speed & Frequency Element,ICN09
Instruments & Controls-Transmitter-Speed & Frequency-Speed & Frequency Transmitter-Speed & Frequency Transmitter,ICT09
Instruments & Controls-Switch-Speed & Frequency-Speed & Frequency Switch-Speed & Frequency Switch,ICS08
Instruments & Controls-Transmitter-Speed & Frequency-Speed & Frequency Transmitter-Speed & Frequency Transmitter,ICT09
Instruments & Controls-Converter-Temperature-Temperature Converter-Temperature Converter,ICH09
Instruments & Controls-Converter-Temperature-Temperature Converter-Temperature Converter,ICH09
Instruments & Controls-Element-Temperature-Temperature Element-Temperature Element,ICN10
Instruments & Controls-Element-Temperature-Temperature Element-Temperature Element,ICN10
Instruments & Controls-Element-Temperature-Temperature Element-Temperature Element,ICN10
Instruments & Controls-Gauge-Temperature-Temperature Gauge-Temperature Gauge,ICG05
Instruments & Controls-Indicator-Temperature-Temperature Indicator-Temperature Indicator,ICI04
Instruments & Controls-Transmitter-Temperature-Temperature Transmitter-Temperature Transmitter,ICT10
Instruments & Controls-Transmitter-Temperature-Temperature Transmitter-Temperature Transmitter,ICT10
Instruments & Controls-Switch-Temperature-Temperature Switch-Temperature Switch,ICS11
Instruments & Controls-Converter-Vibration-Vibration Converter-Vibration Converter,ICH10
Instruments & Controls-Converter-Vibration-Vibration Converter-Vibration Converter,ICH10
Instruments & Controls-Element-Vibration-Vibration Element-Vibration Element,ICN11
Instruments & Controls-Element-Vibration-Vibration Element-Vibration Element,ICN11
Instruments & Controls-Element-Vibration-Vibration Element-Vibration Element,ICN11
Instruments & Controls-Element-Vibration-Vibration Element-Vibration Element,ICN11
Instruments & Controls-Transmitter-Vibration-Vibration Transmitter-Vibration Transmitter,ICT11
Instruments & Controls-Switch-Vibration-Vibration Switch-Vibration Switch,ICS09
Instruments & Controls-Transmitter-Vibration-Vibration Transmitter-Vibration Transmitter,ICT11
Instruments & Controls-Transmitter-Vibration-Vibration Transmitter-Vibration Transmitter,ICT11
Instruments & Controls-Transmitter-Vibration-Vibration Transmitter-Vibration Transmitter,ICT11
Instruments & Controls-Transmitter-Vibration-Vibration Transmitter-Vibration Transmitter,ICT11
Instruments & Controls-Converter-Voltage-Voltage Converter-Voltage Converter,ICH11
Instruments & Controls-Element-Voltage-Voltage Element-Voltage Element,ICN12
Instruments & Controls-Transmitter-Voltage-Voltage Transmitter-Voltage Transmitter,ICT12
Instruments & Controls-Converter-Weight-Weight Converter-Weight Converter,ICH12
Instruments & Controls-Converter-Weight-Weight Converter-Weight Converter,ICH12
Instruments & Controls-Element-Weight-Weight Element-Weight Element,ICN13
Instruments & Controls-Element-Weight-Weight Element-Weight Element,ICN13
Instruments & Controls-Transmitter-Weight-Weight Transmitter-Weight Transmitter,ICT13
Instruments & Controls-Instrument & Control Ancillary-Sampler Panel-Sampler Panel-Sampler Panel,ICA03
Instruments & Controls-Instrument & Control Ancillary-Valve Control Solenoid-Valve Control Solenoid-Valve Control Solenoid,ICA04
Instruments & Controls-Instrument & Control Ancillary-Valve Safety Control Solenoid-Valve Safety Control Solenoid-Valve Safety Control Solenoid,ICA05
Instruments & Controls-Instrument & Control Ancillary-Indicating Light-Indicating Light-Indicating Light,ICA06
Floater-New Build Floater-New Build Floater - MPF-NewBuild- MPF-New Build Floater - MPF,FTN01
Floater-New Build Floater-New Build Floater - Floating System (Renewables)-NewBuild- Floating System (Renewables)-New Build Floater - Floating System (Renewables),FTN04
Floater-New Build Floater-New Build Floater - Buoy-NewBuild- Buoy-New Build Floater - Buoy,FTN02
Floater-New Build Floater-New Build Floater - Semi-Sub.-NewBuild- Semi-Sub.-New Build Floater - Semi-Sub.,FTN03
Floater-Existing floater-Existing Floater - Tanker-Existing Floater - Tanker-Existing Floater - Tanker,FTE01
Fluids-Fuels & Lubes-Fuel Marine Diesel Oil (MDO)-Fuel Marine Diesel Oil (MDO)-Fuel Marine Diesel Oil (MDO),FLF01
Fluids-Fuels & Lubes-Fuel Marine Gas Oil (MGO)-Fuel Marine Gas Oil (MGO)-Fuel Marine Gas Oil (MGO),FLF02
Fluids-Fuels & Lubes-Fuel Marine Fuel Oil (MFO)-Fuel Marine Fuel Oil (MFO)-Fuel Marine Fuel Oil (MFO),FLF03
Fluids-Fuels & Lubes-Fuel Intermediate Fuel Oil (IFO)-Fuel Intermediate Fuel Oil (IFO)-Fuel Intermediate Fuel Oil (IFO),FLF04
Fluids-Fuels & Lubes-Fuel Heavy Fuel Oil (HFO)-Fuel Heavy Fuel Oil (HFO)-Fuel Heavy Fuel Oil (HFO),FLF05
Fluids-Fuels & Lubes-Lubes Oils / Greases-Lubes Oils / Greases-Lubes Oils / Greases,FLF06
Fluids-Chemicals-Chemicals - Triethylene Glycol-Chemicals - Triethylene Glycol-Chemicals - Triethylene Glycol,FLC02
Fluids-Chemicals-Chemicals - Methanol-Chemicals - Methanol-Chemicals - Methanol,FLC03
Fluids-Chemicals-Chemicals - Xylene-Chemicals - Xylene-Chemicals - Xylene,FLC04
Fluids-Chemicals-Chemicals - Water Clarifier-Chemicals - Water Clarifier-Chemicals - Water Clarifier,FLC05
Fluids-Chemicals-Chemicals - Flocculent-Chemicals - Flocculent-Chemicals - Flocculent,FLC06
Fluids-Chemicals-Chemicals - Demulsifier-Chemicals - Demulsifier-Chemicals - Demulsifier,FLC07
Fluids-Chemicals-Chemicals - Anti-Foam/Defoamer-Chemicals - Anti-Foam/Defoamer-Chemicals - Anti-Foam/Defoamer,FLC08
Fluids-Chemicals-Chemicals - Moisture/Dessicant-Chemicals - Moisture/Dessicant-Chemicals - Moisture/Dessicant,FLC09
Fluids-Chemicals-Chemicals - Anti-Freeze-Chemicals - Anti-Freeze-Chemicals - Anti-Freeze,FLC10
Fluids-Chemicals-Chemicals - Anti-Fouling-Chemicals - Anti-Fouling-Chemicals - Anti-Fouling,FLC11
Fluids-Chemicals-Chemicals - Adsorbent-Chemicals - Adsorbent-Chemicals - Adsorbent,FLC12
Fluids-Chemicals-Chemicals - Fire Extension-Chemicals - Fire Extension-Chemicals - Fire Extension,FLC13
Fluids-Chemicals-Chemicals - Additive-Chemicals - Additive-Chemicals - Additive,FLC14
Fluids-Gases-Gases-Gases-Gases,FLG01
Consumables & Tools-Office / Accomodation Consumables-Paper-Paper-Paper,CTA01
Consumables & Tools-Office / Accomodation Consumables-Linen & Towel-Linen & Towel-Linen & Towel,CTA02
Consumables & Tools-Office / Accomodation Consumables-Kitchen/Catering-Kitchen/Catering-Kitchen/Catering,CTA03
Consumables & Tools-Office / Accomodation Consumables-Domestic Appliance-Domestic Appliance-Domestic Appliance,CTA04
Consumables & Tools-Office / Accomodation Consumables-Hygiene Fumigation-Hygiene Fumigation-Hygiene Fumigation,CTA05
Consumables & Tools-Office / Accomodation Consumables-Cleaning Equipment-Cleaning Equipment-Cleaning Equipment,CTA06
Consumables & Tools-Office / Accomodation Consumables-Recreation Eqt-Recreation Eqt-Recreation Eqt,CTA07
Consumables & Tools-Office / Accomodation Consumables-Catering Consumables/accessories-Catering Consumables/accessories-Catering Consumables/accessories,CTA08
Consumables & Tools-Office / Accomodation Consumables-Other Office/Accomodation Consum.-Other Office/Accomodation Consum.-Other Office/Accomodation Consum.,CTA99
Consumables & Tools-Safety & Medical Consumables-Pers. Protective Equipment (PPE)-Pers. Protective Equipment (PPE)-Pers. Protective Equipment (PPE),CTB01
Consumables & Tools-Safety & Medical Consumables-Medicines-Medicines-Medicines,CTB02
Consumables & Tools-Safety & Medical Consumables-Safety Test Equipment-Safety Test Equipment-Safety Test Equipment,CTB98
Consumables & Tools-Safety & Medical Consumables-Other Safety & Medical Consumables-Other Safety & Medical Consumables-Other Safety & Medical Consumables,CTB99
Consumables & Tools-Electric Consumables-Flash light & Hand lamp-Flash light & Hand lamp-Flash light & Hand lamp,CTE01
Consumables & Tools-Electric Consumables-Capacitors & Resistors-Capacitors & Resistors-Capacitors & Resistors,CTE02
Consumables & Tools-Electric Consumables-Tie Wraps & Cable Markers-Tie Wraps & Cable Markers-Tie Wraps & Cable Markers,CTE03
Consumables & Tools-Electric Consumables-Electrical Accessories-Electrical Accessories-Electrical Accessories,CTE04
Consumables & Tools-General Store Consumables-Plastic Component-Plastic Component-Plastic Component,CTZ01
Consumables & Tools-General Store Consumables-Textiles-Textiles-Textiles,CTZ02
Consumables & Tools-General Store Consumables-Metallic container for sampling-Metallic container for sampling-Metallic container for sampling,CTZ03
Consumables & Tools-General Store Consumables-Filter element-Filter element-Filter element,CTZ04
Consumables & Tools-General Store Consumables-Storage Kits / Bags / Bins-Storage Kits / Bags / Bins-Storage Kits / Bags / Bins,CTZ05
Consumables & Tools-General Store Consumables-Emery & Sand Paper-Emery & Sand Paper-Emery & Sand Paper,CTZ06
Consumables & Tools-General Store Consumables-V-Belt-V-Belt-V-Belt,CTZ07
Consumables & Tools-General Store Consumables-Seal-Seal-Seal,CTZ08
Consumables & Tools-General Store Consumables-Small Ironware-Small Ironware-Small Ironware,CTZ09
Consumables & Tools-General Store Consumables-Spring-Spring-Spring,CTZ10
Consumables & Tools-General Store Consumables-O-Ring-O-Ring-O-Ring,CTZ11
Consumables & Tools-General Store Consumables-Miscellaneous Consumables-Miscellaneous Consumables-Miscellaneous Consumables,CTZ99
Consumables & Tools-Tools-Cutting Tool-Cutting Tool-Cutting Tool,CTL01
Consumables & Tools-Tools-Hand Tool-Hand Tool-Hand Tool,CTL02
Consumables & Tools-Tools-Machine Tool-Machine Tool-Machine Tool,CTL03
Consumables & Tools-Tools-Welding Equipment-Welding Equipment-Welding Equipment,CTL04
Consumables & Tools-Tools-Electric Power Tool-Electric Power Tool-Electric Power Tool,CTL05
